-1.107652425765991211e+00 -3.142623007297515869e-01 2.998810941789997742e-06 1.035401410050738533e-02
-1.103244423866271973e+00 -3.057286143302917480e-01 6.498903076135320589e-06 9.688896659790490265e-03
-1.092715144157409668e+00 -3.036327362060546875e-01 4.468641236599069089e-06 9.547625033393529817e-03
-1.082347512245178223e+00 -2.954482734203338623e-01 9.541058716422412544e-06 9.187815412022503139e-03
-1.072065711021423340e+00 -2.858910560607910156e-01 1.293227524001849815e-05 8.274996332795528722e-03
-1.065493583679199219e+00 -2.800835371017456055e-01 9.922000572260003537e-06 8.308762543897833808e-03
-1.060610651969909668e+00 -2.746537923812866211e-01 1.325073844782309607e-05 7.792404380633664515e-03
-1.056430220603942871e+00 -2.711690962314605713e-01 8.134908057400025427e-06 7.601450839465471142e-03
-1.052399158477783203e+00 -2.678167819976806641e-01 1.484162021370138973e-05 7.377026115134547798e-03
-1.048612594604492188e+00 -2.649691402912139893e-01 1.088138378690928221e-05 7.042010035944563755e-03
-1.044442892074584961e+00 -2.601695656776428223e-01 1.519512443337589502e-05 6.722916245868584828e-03
-1.040397644042968750e+00 -2.552795112133026123e-01 4.797178917215205729e-06 6.622696967010250485e-03
-1.036765694618225098e+00 -2.500951886177062988e-01 1.663093098613899201e-05 6.175102045636112098e-03
-1.032867312431335449e+00 -2.451329082250595093e-01 2.252038939332123846e-05 6.111499158510632843e-03
-1.031250953674316406e+00 -2.381882667541503906e-01 7.052085948089370504e-06 6.047069798027635695e-03
-1.025709152221679688e+00 -2.348850965499877930e-01 2.316607424290850759e-05 5.590876261012766787e-03
-1.024434924125671387e+00 -2.274930030107498169e-01 2.276738632644992322e-05 5.574273036877506506e-03
-1.019503951072692871e+00 -2.240910232067108154e-01 1.136312766902847216e-05 5.430728114838989130e-03
-1.016567707061767578e+00 -2.187118530273437500e-01 7.305704457394313067e-06 5.383961905876849703e-03
-1.013996958732604980e+00 -2.130800783634185791e-01 5.920894909650087357e-05 5.235992881833705093e-03
-1.011236429214477539e+00 -2.079378962516784668e-01 7.900514901848509908e-06 4.945485850304747952e-03
-1.010952234268188477e+00 -1.995136290788650513e-01 2.222955663455650210e-05 4.812281394130575249e-03
-1.006887316703796387e+00 -1.968736946582794189e-01 4.781672032549977303e-05 4.469551124574080644e-03
-1.005033969879150391e+00 -1.913449466228485107e-01 3.170950367348268628e-05 4.828525052964477600e-03
-1.003368735313415527e+00 -1.858506202697753906e-01 2.091740134346764535e-05 4.846136179469205142e-03
-1.001923561096191406e+00 -1.803730279207229614e-01 2.655341813806444407e-05 4.625757552595328309e-03
