-1.379261255264282227e+00 -5.999897122383117676e-01 4.237707784682243073e-08
-1.368303418159484863e+00 -5.999723672866821289e-01 1.055700860064234803e-08
-1.357349753379821777e+00 -5.999462604522705078e-01 1.440943719899223652e-07
-1.346397995948791504e+00 -5.999313592910766602e-01 4.814624432469827298e-08
-1.335450410842895508e+00 -5.999125242233276367e-01 1.685730950384822791e-07
-1.324503421783447266e+00 -5.998865962028503418e-01 4.613443493894919811e-08
-1.313559174537658691e+00 -5.998587608337402344e-01 1.203230794999399222e-07
-1.302616357803344727e+00 -5.998340249061584473e-01 1.726586873473934247e-07
-1.291677117347717285e+00 -5.998070836067199707e-01 6.241220518177215126e-08
-1.280740261077880859e+00 -5.997799038887023926e-01 1.206456090585561469e-07
-1.269805908203125000e+00 -5.997523069381713867e-01 1.117667949301903718e-07
-1.258874893188476562e+00 -5.997230410575866699e-01 1.372810913835564861e-07
-1.247945547103881836e+00 -5.996937751770019531e-01 1.214623068790388061e-07
-1.237018823623657227e+00 -5.996654033660888672e-01 1.324758471810127958e-07
-1.226094603538513184e+00 -5.996388792991638184e-01 1.299460308246125351e-07
-1.215173721313476562e+00 -5.996131300926208496e-01 1.721631406326196156e-07
-1.204257249832153320e+00 -5.995886921882629395e-01 1.347965508102788590e-07
-1.193346023559570312e+00 -5.995643138885498047e-01 1.748757085806573741e-07
-1.182430267333984375e+00 -5.995408892631530762e-01 1.622608181151008466e-07
-1.171514391899108887e+00 -5.995190143585205078e-01 1.865895455921418034e-07
-1.160600423812866211e+00 -5.994994044303894043e-01 1.738955859309498919e-07
-1.149689078330993652e+00 -5.994811058044433594e-01 1.943681553484566393e-07
-1.138779640197753906e+00 -5.994659066200256348e-01 1.824602264832719811e-07
-1.127874612808227539e+00 -5.994521379470825195e-01 1.652670817975376849e-07
-1.116964221000671387e+00 -5.994393825531005859e-01 2.738116791078937240e-07
-1.106052517890930176e+00 -5.994290113449096680e-01 2.068008200240001315e-07
-1.095142483711242676e+00 -5.994215011596679688e-01 1.835567360330969677e-07
-1.084234833717346191e+00 -5.994152426719665527e-01 3.439196234467090108e-07
-1.073333740234375000e+00 -5.994115471839904785e-01 1.653396566325682215e-07
-1.062420129776000977e+00 -5.994169116020202637e-01 1.124675605979064130e-07
-1.051505565643310547e+00 -5.994234681129455566e-01 3.272207891313883010e-07
-1.040590286254882812e+00 -5.994294881820678711e-01 2.373271144051614101e-07
-1.029681205749511719e+00 -5.994374155998229980e-01 3.072708523177425377e-07
-1.018769025802612305e+00 -5.994426608085632324e-01 2.370155556263853214e-07
